id,compound_id,"origin","storage_form","maximum_quantity","storage_condition","contact_name","contact_address","contact_email","created_at","updated_at",export,"purity","description","spectra_details","delivery_time","stability",admin_user_id,"public_id","cas_number","taxonomy_class","taxonomy_family","experimental_logp","experimental_solubility","melting_point","food_of_origin","production_method_reference_text","production_method_reference_file_name","production_method_reference_content_type",production_method_reference_file_size,"production_method_reference_updated_at","elemental_formula","minimum_quantity","quantity_units","available_spectra","storage_conditions"
1,9021,"commercial","solid","5","temperature: -80 oC","Dr. David Wishart","Departments of Computing Science and Biological Sciences, University of Alberta, Edmonton, Alberta, Canada T6G 2E8","dwishart@ualberta.ca","2015-10-09 22:27:11","2017-01-19 02:36:09",1,NULL,NULL,NULL,NULL,NULL,10,"PC000001","","","","","","","","",NULL,NULL,NULL,NULL,"","","g",NULL,"---
\"-80°C\": 1
"
1016,30034,"chemical synthesis","powder","Upon request","","Rita Ventura, Claudia Santos","ITQB-UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2016-01-06 21:31:11","2017-01-17 09:24:17",1,">95%","Polyphenol metabolite","1H NMR, 13C NMR, 2D NMR","","",13,"PC001016","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1017,31490,"chemical synthesis","powder","Upon request","","Rita Ventura, Claudia Santos","ITQB_UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2016-01-06 21:33:29","2017-01-17 09:24:50",1,">95%","Polyphenol metabolite","1H NMR, 13C NMR, 2D NMR","","",13,"PC001017","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1018,31491,"chemical synthesis","powder","Upon request","","Rita Ventura, Claudia Santos","ITQB_UNL/IBET, Oeiras, Portugal","rventura@itqb.unl.pt, csantos@itqb.unl.pt","2016-01-06 21:35:33","2017-01-17 09:25:28",1,">95%","Polyphenol metabolite","1H NMR, 13C NMR, 2D NMR","","",13,"PC001018","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1019,31492,"chemical synthesis","powder","Upon request","-15°C","Olivier DANGLES","University of Avignon, Campus JH Fabre 301 rue Baruch de Spinoza, BP 21239, 84916 Avignon Cedex 9, France","olivier.dangles@univ-avignon.fr","2016-01-27 18:23:57","2017-01-17 09:38:30",1,">90%","Polyphenol metabolite; One of the main circulating metabolites of hydroxytyrosol and its dietary derivatives","1H- and 13C-NMR, HPLC-MS (ion trap)","","",13,"PC001019","","","","","","","","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '1'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1020,31493,"chemical synthesis","amorphous solid","Upon request","Keep at -18°C","Claudio Curti, Daniele Del Rio, Pedro Mena, Nicoletta Brindani","Dipartimento di Farmacia, University of Parma, Parco Area delle Scienze 27A, 43124 Parma, Italy;
Dipartimento di Scienze degli Alimenti, University of Parma, Via Volturno 39, 43125 Parma, Italy
","claudio.curti@unipr.it, daniele.delrio@unipr.it, pedromiguel.menaparreno@unipr.it, nicoletta.brindani@studenti.unipr.it","2016-09-20 08:54:05","2017-01-17 13:45:24",1,">90%","Phenyl-γ-valerolactones are the main compounds derived from the metabolism of flavan-3-ol monomers (i.e. catechins) and oligomers (i.e. proanthocyanidins). This metabolite has hybrid (microbial-human) origin.
","1H-NMR; 13C NMR; ESI-MS","Variable (enquire for details)","",13,"PC001020","1038922-84-7","Flavonoid","Flavan-3-ol","","","","green tea and other sources of epigalo0catechins","",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '1'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1021,31494,"enzymatic synthesis","powder","10","","Allison Pon","University of Alberta, Computing Science, 2-32 Athabasca Hall, Edmonton, Canada, T6G 2E8","apon@ualberta.ca","2016-11-16 20:11:29","2017-01-17 07:21:28",0,">90%","This is a test compound","NMR","","",8,"PC001021","","","","","","","","","Catalog-2016-WEB-50m.pdf","application/pdf",50471002,"2017-01-17 06:56:00","","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '1'
1H NMR: '1'
13C NMR: '0'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '1'
dissecator: '0'
"
1023,31496,"chemical synthesis","amorphous solid","uppon request","-18°C",NULL,NULL,NULL,"2017-01-12 15:52:51","2017-01-17 13:49:42",1,">90%","Phenyl-γ-valerolactones are the main compounds derived from the metabolism of flavan-3-ol monomers (i.e. catechins) and oligomers (i.e. proanthocyanidins). This metabolite has hybrid (microbial-human) origin.
",NULL,"Variable (enquire for details)","",13,"PC001022","","Flavonoid","Flavan-3-ol","nd","nd","nd","Produced after consumption of apples, cocoa, green tea, red grapes and wines, and some nuts, among other sources of flavan-3-ols.

","paper in preparatoin",NULL,NULL,NULL,NULL,"","2.5","mg","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '1'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1024,31497,"chemical synthesis","powder","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 12:48:29","2017-01-17 12:48:29",1,">90%","One of the main circulating metabolites of caffeic acid and its dietary derivatives
",NULL,"","High",13,"PC001023","","Hydroxycinnamic acid","","","","","","S. Galland, N. Rakotomanomana, C. Dufour, N. Mora, O. Dangles, Org. Biomol. Chem. 2008, 6, 4253-4260.",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1025,31498,"chemical synthesis","amorphous solid","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 12:50:49","2017-01-17 12:50:49",1,">90%","One of the main circulating metabolites of caffeic acid and its dietary derivatives
",NULL,"","High",13,"PC001024","","Hydroxycinnamic acid","","","","","","S. Galland, N. Rakotomanomana, C. Dufour, N. Mora, O. Dangles, Org. Biomol. Chem. 2008, 6, 4253-4260.",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1026,31499,"chemical synthesis","powder","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 12:52:34","2017-01-17 12:52:34",1,">90%","One of the main circulating metabolites of ferulic acid and its dietary derivatives
",NULL,"","High",13,"PC001025","","Hydroxycinnamic acid","","","","","","S. Galland, N. Rakotomanomana, C. Dufour, N. Mora, O. Dangles, Org. Biomol. Chem. 2008, 6, 4253-4260.",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1027,31500,"chemical synthesis","powder","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 12:57:17","2017-01-17 12:57:17",1,">90%","One of the main circulating metabolites of hesperetin and its dietary derivatives
",NULL,"","High",13,"PC001026","","Flavanone","","","","","","M. K. Khan, N. Rakotomanomana, M. Loonis, O. Dangles, J. Agric. Food Chem. 2010, 58, 8437–8443.",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '1'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1028,31501,"chemical synthesis","powder","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 12:59:51","2017-01-17 12:59:51",1,">90%","One of the main circulating metabolites of hesperetin and its dietary derivatives
",NULL,"","High",13,"PC001027","","Flavanone","","","","","","M. K. Khan, N. Rakotomanomana, M. Loonis, O. Dangles, J. Agric. Food Chem. 2010, 58, 8437–8443.",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '1'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1030,31503,"chemical synthesis","powder","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 13:04:41","2017-01-17 13:04:41",1,">90%","One of the main circulating metabolites of                      hydroxytyrosol and its dietary derivatives
",NULL,"","High",13,"PC001029","","Phenylethanoid","","","","","","E. Giordano, O. Dangles, N. Rakotomanomana, S. Baracchini, F. Visioli, Food Funct., 2015, 6, 3275-3281.",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '1'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1031,31504,"chemical synthesis","powder","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 13:08:08","2017-01-17 13:08:08",1,">90%","One of the main circulating metabolites of naringenin and its dietary derivatives
",NULL,"","High",13,"PC001030","","Flavanone","","","","","","M. K. Khan, N. Rakotomanomana, M. Loonis, O. Dangles, J. Agric. Food Chem. 2010, 58, 8437–8443.",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '1'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1032,31505,"chemical synthesis","powder","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 13:11:14","2017-01-17 13:11:14",1,">90%","One of the main circulating metabolites of naringenin and its dietary derivatives
",NULL,"","High",13,"PC001031","","Flavanone","","","","","","M. K. Khan, N. Rakotomanomana, M. Loonis, O. Dangles, J. Agric. Food Chem. 2010, 58, 8437–8443.",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '1'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1033,31506,"chemical synthesis","powder","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 13:12:53","2017-01-17 13:12:53",1,">90%","One of the main circulating metabolites of p-coumaric acid and its dietary derivatives
",NULL,"","High",13,"PC001032","","Hydroxycinnamic acid","","","","","","S. Galland, N. Rakotomanomana, C. Dufour, N. Mora, O. Dangles, Org. Biomol. Chem. 2008, 6, 4253-4260.",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1034,31507,"chemical synthesis","amorphous solid","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 13:58:49","2017-01-17 13:58:49",1,">98%","Phenyl-γ-valerolactones are the main compounds derived from the metabolism of flavan-3-ol monomers (i.e. catechins) and oligomers (i.e. proanthocyanidins). This metabolite has hybrid (microbial-human) origin.",NULL,"","",13,"PC001033","1391848-67-1","Flavonoid","Flavan-3-ol","","","","Produced after consumption of green tea, among other sources of (epi)gallocatechins.","",NULL,NULL,NULL,NULL,"C11H11O7S-.NH4+","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '1'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1035,31508,"chemical synthesis","solid","10",NULL,NULL,NULL,NULL,"2017-01-17 14:02:22","2017-01-17 14:02:22",1,">95%","Phenyl-γ-valerolactones are the main compounds derived from the metabolism of flavan-3-ol monomers (i.e. catechins) and oligomers (i.e. proanthocyanidins). This metabolite has microbial origin.",NULL,"","",13,"PC001034","191666-23-6 for (4R)","Flavonoid","Flavan-3-ol","","","","Produced after consumption of apples, cocoa, green tea, red grapes and wines, and some nuts, among other sources of flavan-3-ols.","Curti, C.; Del Rio,D. et al. Adv. Synth. Catal. 2015",NULL,NULL,NULL,NULL,"","5","mg","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '1'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '1'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1036,31509,"chemical synthesis","powder","10",NULL,NULL,NULL,NULL,"2017-01-17 14:04:54","2017-01-17 14:04:54",1,">98%","Phenyl-γ-valerolactones are the main compounds derived from the metabolism of flavan-3-ol monomers (i.e. catechins) and oligomers (i.e. proanthocyanidins). This metabolite has microbial origin.",NULL,"","",13,"PC001035","","Flavonoid","Flavan-3-ol","","","","Produced after consumption of apples, cocoa, green tea, red grapes and wines, and some nuts, among other sources of flavan-3-ols.","Curti, C.; Del Rio,D. et al. Adv. Synth. Catal. 2015",NULL,NULL,NULL,NULL,"","5","mg","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '1'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '1'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1037,31510,"chemical synthesis","amorphous solid","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 14:08:28","2017-01-17 14:08:28",1,">90%","Phenyl-γ-valerolactones are the main compounds derived from the metabolism of flavan-3-ol monomers (i.e. catechins) and oligomers (i.e. proanthocyanidins). This metabolite has hybrid (microbial-human) origin.",NULL,"","Stable if dissolved in variable mixtures of H2O/EtOH. Unstable under strong acidic water solutions even at RT, and mild acidic solution at >50°C.",13,"PC001036","","Flavonoid","Flavan-3-ol","","","","Produced after consumption of apples, cocoa, green tea, red grapes and wines, and some nuts, among other sources of flavan-3-ols.","",NULL,NULL,NULL,NULL,"C11H10O10S2 2-.XNH4","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '1'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '0'
\"-18°C\": '1'
\"-80°C\": '0'
dissecator: '0'
"
1038,31511,"chemical synthesis","solid","10",NULL,NULL,NULL,NULL,"2017-01-17 14:10:40","2017-01-17 14:10:40",1,">95%","Phenyl-γ-valerolactones are the main compounds derived from the metabolism of flavan-3-ol monomers (i.e. catechins) and oligomers (i.e. proanthocyanidins). This metabolite has microbial origin.",NULL,"","",13,"PC001037","191666-22-5 for (4R)","Flavonoid","Flavan-3-ol","","","","Produced after consumption of apples, cocoa, green tea, red grapes and wines, and some nuts, among other sources of flavan-3-ols.","Curti, C.; Del Rio,D. et al. Adv. Synth. Catal. 2015",NULL,NULL,NULL,NULL,"","5","mg","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '1'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '1'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1039,31512,"chemical synthesis","amorphous solid","10",NULL,NULL,NULL,NULL,"2017-01-17 14:15:14","2017-01-17 14:15:14",1,">95%","Phenyl-γ-valerolactones are the main compounds derived from the metabolism of flavan-3-ol monomers (i.e. catechins) and oligomers (i.e. proanthocyanidins). This metabolite has microbial origin.",NULL,"","",13,"PC001038","358374-45-5 for (4R)","Flavonoid","Flavan-3-ol","","96%","­11.8 (C. 0,4 g/100 mL, MeOH)","Produced after consumption of green tea, among other sources of (epi)gallocatechins.","Curti, C.; Del Rio,D. et al. Adv. Synth. Catal. 2015",NULL,NULL,NULL,NULL,"","5","mg","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '1'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '1'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1040,31513,"chemical synthesis","amorphous solid","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 14:28:49","2017-01-17 14:28:49",1,">90%","Phenyl-γ-valerolactones are the main compounds derived from the metabolism of flavan-3-ol monomers (i.e. catechins) and oligomers (i.e. proanthocyanidins). This metabolite has microbial origin.",NULL,"","",13,"PC001039","509078-28-8","Flavonoid","Flavan-3-ol","","","","Produced after consumption of green tea, among other sources of (epi)gallocatechins.","Curti, C.; Del Rio,D. et al. Adv. Synth. Catal. 2015",NULL,NULL,NULL,NULL,"","Upon request","g","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '1'
13C NMR: '1'
ESI-MS: '1'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '0'
4°C: '1'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1042,31521,"chemical synthesis","solid","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 15:15:15","2017-01-17 15:15:15",1,">90%","Quercetin-4'-O-sulfate is one of the main metabolites of quercetin
",NULL,"","",13,"PC001041","","Flavonoid","flavonols","","","","","Dueñas, M.; Surco-Laos, F.; Gonzalez-Manzano, S.; González-Paramás, A.M.; Santos-Buelga C.. Antioxidant properties of major quercetin metabolites. European Food Research and Technology, 2011, 232: 103-111.",NULL,NULL,NULL,NULL,"","Upon request","mg","--- !ruby/hash:ActionController::Parameters
1D NMR: '1'
2D NMR: '1'
1H NMR: '0'
13C NMR: '0'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '1'
LC-MS/MS: '1'
UV: '1'
","--- !ruby/hash:ActionController::Parameters
RT: '1'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1043,31523,"enzymatic synthesis","solid","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 15:20:45","2017-01-17 15:20:45",1,">90%","Quercetin 3-O-glucuronide is one of the main metabolites of quercetin",NULL,"","",13,"PC001042","","Flavonoid","flavonols","","","","","Dueñas M, Mingo-Chornet H, Pérez-Alonso JJ, Di Paola-Naranjo R, González-Paramás A, Santos-Buelga C. Preparation of quercetin glucuronides and characterization by HPLC–DAD–ESI/MS. European Food Research and Technology. 2008, 227: 1069-1076.",NULL,NULL,NULL,NULL,"","Upon request","mg","--- !ruby/hash:ActionController::Parameters
1D NMR: '0'
2D NMR: '0'
1H NMR: '0'
13C NMR: '0'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '0'
LC-MS/MS: '0'
UV: '0'
","--- !ruby/hash:ActionController::Parameters
RT: '1'
4°C: '0'
\"-18°C\": '0'
\"-80°C\": '0'
dissecator: '0'
"
1044,31524,"chemical synthesis","solid","Upon request",NULL,NULL,NULL,NULL,"2017-01-17 15:23:01","2017-01-17 15:23:01",1,">90%","(Epi)catechin in the human intestinal tract is largely metabolized and distributed as conjugated derivative; 3´-O-methyl(epi)catechin is one of the main metabolite.",NULL,"","",13,"PC001043","","Flavonoid","Flavan-3-ol","","","","","Gonzalez-Manzano S , Gonzalez-Paramas A, Santos-Buelga C.; Dueñas, M. Preparation and Characterization of Catechin Sulfates, Glucuronides, and Methylethers with Metabolic Interest. Journal of Agricultural and Food Chemistry. 2009, 57, 1231-1238.",NULL,NULL,NULL,NULL,"","Upon request","mg","--- !ruby/hash:ActionController::Parameters
1D NMR: '1'
2D NMR: '1'
1H NMR: '0'
13C NMR: '0'
ESI-MS: '0'
GC-MS: '0'
HPLC-MS: '0'
LC-MS: '1'
LC-MS/MS: '1'
UV: '1'
","--- !ruby/hash:ActionController::Parameters
RT: '1'
4°C: '0'
\"-18°C\": '0'
